timestamp_unix,ADC1_AIN6,ADC1_AIN7,ADC1_AIN8,ADC1_AIN9,ADC1_AIN10,ADC1_AIN11,ADC2_AIN6,ADC2_AIN7,ADC2_AIN8,ADC2_AIN9,ADC2_AIN10,ADC2_AIN11
1762992728.4064744,0.13917656411845256,0.732915488829075,1.5476896223651913,-0.612160934467427,-0.380295262371929,-1.7379899904716003,-1.6610961152429717,1.006555975265023,0.1725685802183843,1.0653613287641202,1.1854375821873644,1.4099364173336526
1762992728.6076243,2.2154435176185987,-2.484275696787321,1.6475646671729882,-2.4230012205840614,2.1871858462316807,2.1133631006912115,-2.263842196922564,1.5405862379772948,0.3592616747929662,1.0965101237905173,0.3932402006674052,0.6334448615842893
1762992728.8084505,-1.9458612139059561,1.2435857943994753,-1.01053846008044,-1.2350438517384352,0.158629436329536,-1.2879850015622378,-1.5248437553457923,-1.9665717442717248,1.3322736420957615,1.6477384147332208,1.59785706971372,-0.05741418092419874
1762992729.009076,-1.24376848265749,-0.18710377062604078,0.861591799448943,0.642892198907399,1.6969802018380407,0.013777615282251271,-1.9223263171108145,1.8571316429533533,-0.17334373871609435,-0.19944074147233265,0.7529968920942416,-1.3133700267517598
1762992729.2096732,2.113417936970942,-1.697043084745775,-1.6737537591163827,0.4391134308711804,-0.10402621078803667,-0.9280131373421118,-1.178900740015595,-2.272809120751514,2.3628434375337886,1.836099843513947,-2.288548623150423,-0.024067762382955837
1762992729.410493,-1.387491987644671,1.411284078512678,1.9507768095465672,0.1766252728253928,0.05235464004929544,1.1820654490072071,-1.176366052194363,1.6338234107283844,2.164393325375715,-2.436753503889263,-1.8261452706033312,1.6919647684055292
1762992729.6110253,1.3484265027554634,-0.2551779455158646,-0.09897829282025013,-0.761022658469994,-1.1979408500124038,-1.5159522314014713,1.3416837265114459,1.5348695558154055,2.1576779672715625,1.249046772604796,-1.850002628565148,-1.4330707708681547
1762992729.8113368,0.5760893912421932,-1.3888110385907935,-1.780322108307136,-0.6980190513156713,0.4203299189007186,-1.1626131728426423,-1.1132488981782076,0.21778317901887642,2.4870356901926622,0.429750434130482,1.7328392544793194,-2.203067505725325
1762992730.0119078,-0.6310401119041577,1.9827746728390068,0.863661272962245,-0.7353676242074518,-2.4438199333929935,0.48594242166786455,1.4423690965615625,1.1588226150062817,1.9063391573833415,-0.23262801559305377,-2.4050164109488024,-1.644203560853429
1762992730.2125583,-2.4320217885997044,2.390522049727684,1.215798403715897,-2.0471110400093844,-1.017516078652868,1.4842860679967484,-1.8485551295942224,1.0478596148323553,0.49719667401274137,2.442784004543305,0.39186214111592066,0.5347383659766157
1762992730.4131384,0.10434241346626441,-0.45254057080037247,-1.4708049858576042,-2.1237253694206917,-1.5798645114737166,-0.8003781199906015,1.4294113432659319,1.0548804467773971,-2.1459513480605303,-0.28207663083989987,-2.000611066891082,-0.8177823803165413
1762992730.614097,-1.8568199106240166,-1.0838679771265955,-1.0017125012531878,-1.4867936357013745,-2.3717865195019865,-0.2817932107202066,1.2329606691552006,2.1620538427893927,2.3303219473745758,-0.07037431840590458,2.23330703178728,1.340584914754023
1762992730.814649,1.0569916435470157,1.4615510656298478,-1.7228313354052704,-1.1215491439758711,0.45453673059186106,-0.4116738333313266,1.4562271781238532,-2.303034043673759,0.05104840410332729,-0.20744832842926125,-2.2232374218985345,-0.7066504009545327
1762992731.0152507,-0.23937764637203768,-0.9500540435378603,-0.6981308100379479,0.43211077834496237,1.851632517770829,-1.124781504247368,0.7898945557945437,1.3817764975758193,1.7731543508952083,2.0869752272337947,0.909082997928023,-0.38314049042945986
